course_id	course_name_x	course_desc	units_x	course_name_y	units_y	College	Total # Students	# Responses	Response Rate	Hrs Per Week	Interest in student learning	Clearly explain course requirements	Clear learning objectives & goals	Instructor provides feedback to students to improve	Demonstrate importance of subject matter	Explains subject matter of course	Show respect for all students	Overall teaching rate	Overall course rate
94811	Strategy Development	Strategy can be thought of as delineating a territory in which an organization seeks to be unique and the evolution of a central idea through continually changing circumstances But the very nature of strategy and strategy development regardless of whether its in the private public or nonprofit sectors is changing dramatically Corporations are increasingly dealing with more viable competitors and emerging market opportunities often driven by enabling technologies from all over the world Demand for government responses to social issues is increasing in an era of acute resource constraints And social sector organizations are facing a wide array of competitors for smaller more restricted pools of contributions and other forms of capital Everybody wants to react faster take advantage of opportunities sooner and vanquish competitors more definitively The notion of rigid 5 year strategic plans is becoming obsolete This course simulates the real world strategy development process from a senior management perspective A historical overview of the field will be provided and a contemporary process for strategy formulation along with alternative approaches will be introduced and demonstrated throughout the course Activities including situational and environmental analysis internal capabilities assessment and appropriate linkage to an organizations vision mission objectives and historical performance will all be rigorously applied A combination of theory and practice in all relevant aspects of strategy development will be emphasized In addition although these processes are most often attributed to private sector operations this course is designed to consider the similarities and differences of strategy and strategy development in government entities and nonprofits as well Please see the Heinz website for more information	6	Strategy Development	6	Heinz College	22	13	59.10%	8	4.38	4.23	4.46	3.69	4.31	4.69	4.85	4.31	4.33
94811	Strategy Development	Strategy can be thought of as delineating a territory in which an organization seeks to be unique and the evolution of a central idea through continually changing circumstances But the very nature of strategy and strategy development regardless of whether its in the private public or nonprofit sectors is changing dramatically Corporations are increasingly dealing with more viable competitors and emerging market opportunities often driven by enabling technologies from all over the world Demand for government responses to social issues is increasing in an era of acute resource constraints And social sector organizations are facing a wide array of competitors for smaller more restricted pools of contributions and other forms of capital Everybody wants to react faster take advantage of opportunities sooner and vanquish competitors more definitively The notion of rigid 5 year strategic plans is becoming obsolete This course simulates the real world strategy development process from a senior management perspective A historical overview of the field will be provided and a contemporary process for strategy formulation along with alternative approaches will be introduced and demonstrated throughout the course Activities including situational and environmental analysis internal capabilities assessment and appropriate linkage to an organizations vision mission objectives and historical performance will all be rigorously applied A combination of theory and practice in all relevant aspects of strategy development will be emphasized In addition although these processes are most often attributed to private sector operations this course is designed to consider the similarities and differences of strategy and strategy development in government entities and nonprofits as well Please see the Heinz website for more information	6	Strategy Development	6	Heinz College	26	7	26.90%	8.86	4	4.29	4.29	3.43	4	4.17	4.43	4.43	4.14
94813	Project Management	As organizations continue to look for ways to reduce costs managers are often expected to oversee special projects in addition to their traditional responsibilities When a project is too complex for one person to handle the project manager is expected to lead a team of diverse employees to complete the assignment This course will assist the project manager to break down a complex project into manageable segments lead a diverse project team and use effective tools to ensure that the project meets its deliverables and is completed within budget and on schedule Over the course of the mini students will complete a plan for an actual project giving them valuable experience with the relevant tools and skills including Microsoft Project software	6	Project Management	6	Heinz College	19	18	94.70%	7.33	4.61	4.89	4.83	4.22	4.83	4.72	4.83	4.78	4.67
94813	Project Management	As organizations continue to look for ways to reduce costs managers are often expected to oversee special projects in addition to their traditional responsibilities When a project is too complex for one person to handle the project manager is expected to lead a team of diverse employees to complete the assignment This course will assist the project manager to break down a complex project into manageable segments lead a diverse project team and use effective tools to ensure that the project meets its deliverables and is completed within budget and on schedule Over the course of the mini students will complete a plan for an actual project giving them valuable experience with the relevant tools and skills including Microsoft Project software	6	Project Management	6	Heinz College	14	14	100.00%	8	4.5	4.64	4.43	4.21	4.5	4.43	4.71	4.5	4.43
94813	Project Management	As organizations continue to look for ways to reduce costs managers are often expected to oversee special projects in addition to their traditional responsibilities When a project is too complex for one person to handle the project manager is expected to lead a team of diverse employees to complete the assignment This course will assist the project manager to break down a complex project into manageable segments lead a diverse project team and use effective tools to ensure that the project meets its deliverables and is completed within budget and on schedule Over the course of the mini students will complete a plan for an actual project giving them valuable experience with the relevant tools and skills including Microsoft Project software	6	Project Management	6	Heinz College	22	13	59.10%	7.77	4.38	4.08	4.08	4.31	4.38	4.23	4.62	4.31	4.23
94813	Project Management	As organizations continue to look for ways to reduce costs managers are often expected to oversee special projects in addition to their traditional responsibilities When a project is too complex for one person to handle the project manager is expected to lead a team of diverse employees to complete the assignment This course will assist the project manager to break down a complex project into manageable segments lead a diverse project team and use effective tools to ensure that the project meets its deliverables and is completed within budget and on schedule Over the course of the mini students will complete a plan for an actual project giving them valuable experience with the relevant tools and skills including Microsoft Project software	6	Project Management	6	Heinz College	14	12	85.70%	8.75	4.92	4.42	4.92	4.08	4.83	4.75	5	4.83	4.83
94813	Project Management	As organizations continue to look for ways to reduce costs managers are often expected to oversee special projects in addition to their traditional responsibilities When a project is too complex for one person to handle the project manager is expected to lead a team of diverse employees to complete the assignment This course will assist the project manager to break down a complex project into manageable segments lead a diverse project team and use effective tools to ensure that the project meets its deliverables and is completed within budget and on schedule Over the course of the mini students will complete a plan for an actual project giving them valuable experience with the relevant tools and skills including Microsoft Project software	6	Project Management	6	Heinz College	25	23	92.00%	8.3	4.7	4.61	4.61	4.09	4.7	4.61	4.78	4.61	4.48
94813	Project Management	As organizations continue to look for ways to reduce costs managers are often expected to oversee special projects in addition to their traditional responsibilities When a project is too complex for one person to handle the project manager is expected to lead a team of diverse employees to complete the assignment This course will assist the project manager to break down a complex project into manageable segments lead a diverse project team and use effective tools to ensure that the project meets its deliverables and is completed within budget and on schedule Over the course of the mini students will complete a plan for an actual project giving them valuable experience with the relevant tools and skills including Microsoft Project software	6	Project Management	6	Heinz College	24	22	91.70%	8.14	4.73	4.77	4.68	4.59	4.59	4.5	4.73	4.64	4.64
94814	Evidence Based Management	Contemporary managers are heavily swayed in their thinking and decisions by habit fads convention and unrealistic levels of confidence March 2010 Pfeffer Sutton 2006 Managers practicing EBMgt learn how to rethink their approaches to data and knowledge in order to make more effective decisions EBMgt means making decisions based on best obtainable evidence that is scientific findings and unbiased organizational facts These decisions rely on decision processes that reduce bias and judgment errors and give due consideration to ethical concerns This mini course promotes your understanding and use of EBMgt principles It also guides you in developing the skills and knowledge needed to identify access and use quality evidence from science and practice in making better decisions The instructor is committed to pursuing an evidence based approach to the course itself Scientific evidence strongly supports the effectiveness of active student participation in learning activities Ambrose et al 2010 Armstrong 2010 Tough 1971 Your success in this course will entail actively using evidence based processes and practices COURSE TOPICS What It Means to be an Evidence Based Manager Decision Awareness Types of Managerial Decisions and Evidence Based Processes Finding Interpreting and Using Scientific Evidence as Managers Critically Appraised Topics or CATs Improving and Using Organizational Data Creating Valid Information and Useful Knowledge from Raw Data Making it Easier to Use Evidence as a Manager Logic Models Decision Aids and Communities of Practice Planning Your On Going Development as an EBMgr Read More	6	Evidence-Based Management	6	Heinz College	38	25	65.80%	6.56	4.84	4.6	4.64	4.36	4.68	4.6	4.96	4.4	4.28
94823	Measuring Social	Measuring Social is an experiential learning class for graduate students across Carnegie Mellon We bring in 5 7 corporate sponsors each semester Spring Fall they develop a project for the student teams to work on over the semester Each project involves an element of measuring unstructured social data as well as providing recommendations based on its analysis The class has been running since 2010 we have done over 120 projects in the class for close to 100 different unique clients including Marriot Google Warner Bros Sony PlayStation Nike Target Ford NYTimes The Lincoln Center American Express The Gap NBCUniversal Microsoft etc We welcome graduate students from across CMU including Data Analytics Public Policy Entertainment Arts Management Business Tepper CS HCI ECE English Design We socially engineer teams to add as much diversity as possible Projects in the class vary from internal social network analysis to external client community engagement tactics through analyzing social data from thematic strings sentiment analysis community segments etc As an example a team working with Marriott used ML models to understand present benefit with deploying social influencers across different categories associated with brand recognition for their W hotel properties Students teams have access to commercially available off the shelf software tools for social listening social intelligence we provide in class training Students have reported many benefits associated with participating in the class including Opportunity to work with students from across CMU with different experience viewpoints Engaging in a real world consultative project with a brand name company Development of non cognitive skills associated with problem solving An opportunity to develop present recommendations data models that in many cases get implemented by sponsoring organizations	12	Measuring Social	12	Heinz College	31	16	51.60%	7.06	4.31	4.13	4.19	4	4.13	4.19	4.69	4.25	4
94824	Creating Results Oriented Programs	Successful programs require more than just great ideas From a programs initial planning and design through its execution and evaluation program managers must deftly deploy disparate skills and work closely with colleagues board members funders and constituents to measure understand and discuss programmatic results In Creating Results Oriented Programs graduate students will be introduced to tools and techniques to assist them in managing highly effective programs at small nonprofit and arts organizations Students will explore the connections between program theory project budgets requests for support and reports on outcomes Students will develop skills needed to build measures for success into program activities and use quantitative and qualitative assessments to make strategic decisions before during and after implementation Read More	6	Creating Results-Oriented Programs	6	Heinz College	8	4	50.00%	8	5	5	5	4.75	4.75	4.75	5	4.5	4.5
94824	Creating Results Oriented Programs	Successful programs require more than just great ideas From a programs initial planning and design through its execution and evaluation program managers must deftly deploy disparate skills and work closely with colleagues board members funders and constituents to measure understand and discuss programmatic results In Creating Results Oriented Programs graduate students will be introduced to tools and techniques to assist them in managing highly effective programs at small nonprofit and arts organizations Students will explore the connections between program theory project budgets requests for support and reports on outcomes Students will develop skills needed to build measures for success into program activities and use quantitative and qualitative assessments to make strategic decisions before during and after implementation Read More	6	Creating Results-Oriented Programs	6	Heinz College	13	5	38.50%	6.2	4.8	4.8	4.8	4.8	4.8	5	5	4.8	4.8
94827	SAS for Public Policy	We use SAS to explore data processing and analysis This course provides an introduction to the SAS programming applications with examples from real world policy analysis We use publicly available datasets to gain practical experience as well as test dataset to learn programming concepts While the course is designed to provide SAS programming skills it will be an opportunity to apply statistical procedures learned in other courses Basic SAS procedures iterative processing statistical procedures and common data manipulation techniques are featured in the course	6	SAS for Public Policy	6	Heinz College	15	5	33.30%	11.8	4	4	4	3.8	4	3.8	4.4	3.6	4
94828	Survey Design	When was the last time you were asked to respond to a survey Customer satisfaction surveys alumni surveys consumer product surveys political surveys health surveys public opinion polls represent just a few of the types of surveys most of us routinely encounter Moreover national news organizations the popular press deliver the results from their latest surveys on a daily basis To what extent can you trust the results Are the survey results flawed by inappropriate survey design methods This course introduces you to a set of principles methods in survey design that are the based on the scholarship that informs best practices in the field We will use the concept of total survey error to frame an understanding of the key issues in survey research including sampling frames survey statistics modes of data collection non response question structure wording context other important features of survey administration data collection By developing your own survey you will examine the major decisions faced by a professional who wants to design administer high quality surveys The course will focus heavily on class discussion of readings in class group work a survey design project For this reason attendance active participation are important for successful learning in this course I want to turn you into a Survey Snob I know this sounds odd but I want you to become a sophisticated critical consumer producer of surveys To accomplish this you will need to develop an understanding of the fundamental principles of survey research design After this course I hope that you look at surveys through a new set of eyes You will be able to distinguish poorly constructed surveys from well constructed surveys You will be able to design administer surveys that support the social research data collection needs of the organizations institutions to which you belong	6	Survey Design	6	Heinz College	35	28	80.00%	5.21	4.75	4.43	4.43	4.61	4.54	4.5	4.86	4.61	4.32
94832	Business Intelligence Data Mining SAS	With the proliferation of Web 2 0 making inroads into the enterprises and industries the ability to understand analyze and interpret businesses from Big Data has become increasingly more important today This class aims to equip you with highly demanded business analytics skills in the current job market The course will focus on extracting business intelligence by leveraging firms business data as well as online social media content for various applications including but not limited to search engine marketing social media analytics crowd sourcing management market analysis and demand estimation social network analysis customer segmentation customer relationship management CRM web mining and health care management The class will be hands on and the emphasis will be placed on the know how aspect how to extract and apply business intelligence to improve business decision making and marketing strategies We will analyze real world business data from Fortune 500 companies using various business intelligence tools primarily SAS Enterprise Miner Time permits we will also introduce some advanced economic and predictive models in analyzing digital markets Prior programming skill is not required Throughout the class business insights from several market leaders such as Google Microsoft Amazon Travelocity Netflix Uber Yelp and Facebook will be revealed	6	Business Intelligence &amp; Data Mining SAS	6	Heinz College	35	22	62.90%	7.59	4.14	4.23	4.14	3.55	4.59	4.05	4.73	3.86	3.59
94832	Business Intelligence Data Mining SAS	With the proliferation of Web 2 0 making inroads into the enterprises and industries the ability to understand analyze and interpret businesses from Big Data has become increasingly more important today This class aims to equip you with highly demanded business analytics skills in the current job market The course will focus on extracting business intelligence by leveraging firms business data as well as online social media content for various applications including but not limited to search engine marketing social media analytics crowd sourcing management market analysis and demand estimation social network analysis customer segmentation customer relationship management CRM web mining and health care management The class will be hands on and the emphasis will be placed on the know how aspect how to extract and apply business intelligence to improve business decision making and marketing strategies We will analyze real world business data from Fortune 500 companies using various business intelligence tools primarily SAS Enterprise Miner Time permits we will also introduce some advanced economic and predictive models in analyzing digital markets Prior programming skill is not required Throughout the class business insights from several market leaders such as Google Microsoft Amazon Travelocity Netflix Uber Yelp and Facebook will be revealed	6	Business Intelligence &amp; Data Mining SAS	6	Heinz College	29	20	69.00%	7.25	3.8	3.7	3.85	3.35	3.95	3.7	4.35	3.6	3.4
94832	Business Intelligence Data Mining SAS	With the proliferation of Web 2 0 making inroads into the enterprises and industries the ability to understand analyze and interpret businesses from Big Data has become increasingly more important today This class aims to equip you with highly demanded business analytics skills in the current job market The course will focus on extracting business intelligence by leveraging firms business data as well as online social media content for various applications including but not limited to search engine marketing social media analytics crowd sourcing management market analysis and demand estimation social network analysis customer segmentation customer relationship management CRM web mining and health care management The class will be hands on and the emphasis will be placed on the know how aspect how to extract and apply business intelligence to improve business decision making and marketing strategies We will analyze real world business data from Fortune 500 companies using various business intelligence tools primarily SAS Enterprise Miner Time permits we will also introduce some advanced economic and predictive models in analyzing digital markets Prior programming skill is not required Throughout the class business insights from several market leaders such as Google Microsoft Amazon Travelocity Netflix Uber Yelp and Facebook will be revealed	6	Business Intelligence &amp; Data Mining SAS	6	Heinz College	32	16	50.00%	7.81	4.19	4.44	4.06	3.94	4.5	4.27	4.87	4	4
94832	Business Intelligence Data Mining SAS	With the proliferation of Web 2 0 making inroads into the enterprises and industries the ability to understand analyze and interpret businesses from Big Data has become increasingly more important today This class aims to equip you with highly demanded business analytics skills in the current job market The course will focus on extracting business intelligence by leveraging firms business data as well as online social media content for various applications including but not limited to search engine marketing social media analytics crowd sourcing management market analysis and demand estimation social network analysis customer segmentation customer relationship management CRM web mining and health care management The class will be hands on and the emphasis will be placed on the know how aspect how to extract and apply business intelligence to improve business decision making and marketing strategies We will analyze real world business data from Fortune 500 companies using various business intelligence tools primarily SAS Enterprise Miner Time permits we will also introduce some advanced economic and predictive models in analyzing digital markets Prior programming skill is not required Throughout the class business insights from several market leaders such as Google Microsoft Amazon Travelocity Netflix Uber Yelp and Facebook will be revealed	6	Business Intelligence &amp; Data Mining SAS	6	Heinz College	28	14	50.00%	6.93	4.14	4.43	4.43	4	4.43	4.36	4.43	4.36	4.21
94834	Applied Econometrics I	Econometrics has an important place in the data sciences As your textbook authors say the purpose of econometrics is to untangle cause and effect in human affairs Econometrics is essential for advancing understanding in the social sciences conducting public policy evaluation and assessing the impact of business practice Both Applied Econometrics I and Applied Econometrics II are hands on courses in which you will not only learn to read and interpret existing studies but will also conduct econometric analyses of your own The goal is to help you take your first few steps toward becoming a Metrics Master One of those steps is becoming competent and confident in the use of Stata to conduct empirical analyses Pre requisites Applied Econometrics I Students are presumed to have a solid grounding in basic statistics at the level of 90 711 Empirical Methods for Public Policy and Management 90 786 Intermediate Empirical Methods or 95 796 Statistics for IT Managers We will make good use of the material covered in those courses	6	Applied Econometrics I	6	Heinz College	36	28	77.80%	9.43	4.54	4.43	4.41	4.15	4.56	4.39	4.79	4.25	4.21
94834	Applied Econometrics I	Econometrics has an important place in the data sciences As your textbook authors say the purpose of econometrics is to untangle cause and effect in human affairs Econometrics is essential for advancing understanding in the social sciences conducting public policy evaluation and assessing the impact of business practice Both Applied Econometrics I and Applied Econometrics II are hands on courses in which you will not only learn to read and interpret existing studies but will also conduct econometric analyses of your own The goal is to help you take your first few steps toward becoming a Metrics Master One of those steps is becoming competent and confident in the use of Stata to conduct empirical analyses Pre requisites Applied Econometrics I Students are presumed to have a solid grounding in basic statistics at the level of 90 711 Empirical Methods for Public Policy and Management 90 786 Intermediate Empirical Methods or 95 796 Statistics for IT Managers We will make good use of the material covered in those courses	6	Applied Econometrics I	6	Heinz College	40	27	67.50%	8.89	4.37	4.35	4.41	4	4.52	4.41	4.74	4.37	4.22
94834	Applied Econometrics I	Econometrics has an important place in the data sciences As your textbook authors say the purpose of econometrics is to untangle cause and effect in human affairs Econometrics is essential for advancing understanding in the social sciences conducting public policy evaluation and assessing the impact of business practice Both Applied Econometrics I and Applied Econometrics II are hands on courses in which you will not only learn to read and interpret existing studies but will also conduct econometric analyses of your own The goal is to help you take your first few steps toward becoming a Metrics Master One of those steps is becoming competent and confident in the use of Stata to conduct empirical analyses Pre requisites Applied Econometrics I Students are presumed to have a solid grounding in basic statistics at the level of 90 711 Empirical Methods for Public Policy and Management 90 786 Intermediate Empirical Methods or 95 796 Statistics for IT Managers We will make good use of the material covered in those courses	6	Applied Econometrics I	6	Heinz College	33	28	84.80%	9.18	4.18	4.18	4.04	3.75	4.29	4.11	4.71	4.04	4
94834	Applied Econometrics I	Econometrics has an important place in the data sciences As your textbook authors say the purpose of econometrics is to untangle cause and effect in human affairs Econometrics is essential for advancing understanding in the social sciences conducting public policy evaluation and assessing the impact of business practice Both Applied Econometrics I and Applied Econometrics II are hands on courses in which you will not only learn to read and interpret existing studies but will also conduct econometric analyses of your own The goal is to help you take your first few steps toward becoming a Metrics Master One of those steps is becoming competent and confident in the use of Stata to conduct empirical analyses Pre requisites Applied Econometrics I Students are presumed to have a solid grounding in basic statistics at the level of 90 711 Empirical Methods for Public Policy and Management 90 786 Intermediate Empirical Methods or 95 796 Statistics for IT Managers We will make good use of the material covered in those courses	6	Applied Econometrics I	6	Heinz College	35	27	77.10%	10.22	4.59	4.44	4.52	4.04	4.67	4.44	4.78	4.48	4.22
94834	Applied Econometrics I	Econometrics has an important place in the data sciences As your textbook authors say the purpose of econometrics is to untangle cause and effect in human affairs Econometrics is essential for advancing understanding in the social sciences conducting public policy evaluation and assessing the impact of business practice Both Applied Econometrics I and Applied Econometrics II are hands on courses in which you will not only learn to read and interpret existing studies but will also conduct econometric analyses of your own The goal is to help you take your first few steps toward becoming a Metrics Master One of those steps is becoming competent and confident in the use of Stata to conduct empirical analyses Pre requisites Applied Econometrics I Students are presumed to have a solid grounding in basic statistics at the level of 90 711 Empirical Methods for Public Policy and Management 90 786 Intermediate Empirical Methods or 95 796 Statistics for IT Managers We will make good use of the material covered in those courses	6	Applied Econometrics I	6	Heinz College	47	34	72.30%	8.97	4.03	3.68	3.76	3.44	4.18	3.41	4.5	3.42	3.62
94842	Programming R for Analytics	An introduction to R a widely used statistical programming language Students will learn to import export and manipulate different data types analyze datasets using common statistical methods design construct and interpret statistical models produce a variety of different customized graphical outputs create scripts and generate reproducible reports There will be a focus on using this experience to apply these skills in public policy areas Prerequisites 91 801 Statistical Methods for Managers or 95 796 Statistics for IT Managers A good knowledge of statistics is preferred but this course is focused on anyone wanting to learn the basics of the R language and how to use the tools R offers to be able to do basic data analysis statistical calculations create graphical output and generate reproduceable reports using R Markdown	6	Programming R for Analytics	6	Heinz College	26	8	30.80%	15.88	4.5	4.63	4.63	3.75	4.63	4.63	4.75	4.13	4.25
94842	Programming R for Analytics	An introduction to R a widely used statistical programming language Students will learn to import export and manipulate different data types analyze datasets using common statistical methods design construct and interpret statistical models produce a variety of different customized graphical outputs create scripts and generate reproducible reports There will be a focus on using this experience to apply these skills in public policy areas Prerequisites 91 801 Statistical Methods for Managers or 95 796 Statistics for IT Managers A good knowledge of statistics is preferred but this course is focused on anyone wanting to learn the basics of the R language and how to use the tools R offers to be able to do basic data analysis statistical calculations create graphical output and generate reproduceable reports using R Markdown	6	Programming R for Analytics	6	Heinz College	39	22	56.40%	10.43	4.09	4.18	4.18	3.82	4.27	4.24	4.67	4.14	3.95
94842	Programming R for Analytics	An introduction to R a widely used statistical programming language Students will learn to import export and manipulate different data types analyze datasets using common statistical methods design construct and interpret statistical models produce a variety of different customized graphical outputs create scripts and generate reproducible reports There will be a focus on using this experience to apply these skills in public policy areas Prerequisites 91 801 Statistical Methods for Managers or 95 796 Statistics for IT Managers A good knowledge of statistics is preferred but this course is focused on anyone wanting to learn the basics of the R language and how to use the tools R offers to be able to do basic data analysis statistical calculations create graphical output and generate reproduceable reports using R Markdown	6	Programming R for Analytics	6	Heinz College	21	13	61.90%	8.92	4.31	4.15	4.08	3.85	4.08	4.31	4.38	3.92	4
94842	Programming R for Analytics	An introduction to R a widely used statistical programming language Students will learn to import export and manipulate different data types analyze datasets using common statistical methods design construct and interpret statistical models produce a variety of different customized graphical outputs create scripts and generate reproducible reports There will be a focus on using this experience to apply these skills in public policy areas Prerequisites 91 801 Statistical Methods for Managers or 95 796 Statistics for IT Managers A good knowledge of statistics is preferred but this course is focused on anyone wanting to learn the basics of the R language and how to use the tools R offers to be able to do basic data analysis statistical calculations create graphical output and generate reproduceable reports using R Markdown	6	Programming R for Analytics	6	Heinz College	23	12	52.20%	6.75	4.58	4.25	4.42	4.42	4.17	4.25	4.83	4.33	4
94842	Programming R for Analytics	An introduction to R a widely used statistical programming language Students will learn to import export and manipulate different data types analyze datasets using common statistical methods design construct and interpret statistical models produce a variety of different customized graphical outputs create scripts and generate reproducible reports There will be a focus on using this experience to apply these skills in public policy areas Prerequisites 91 801 Statistical Methods for Managers or 95 796 Statistics for IT Managers A good knowledge of statistics is preferred but this course is focused on anyone wanting to learn the basics of the R language and how to use the tools R offers to be able to do basic data analysis statistical calculations create graphical output and generate reproduceable reports using R Markdown	6	Programming R for Analytics	6	Heinz College	40	26	65.00%	8.92	4.31	4.15	4.35	3.81	4.28	4.27	4.85	4.15	4.19
94842	Programming R for Analytics	An introduction to R a widely used statistical programming language Students will learn to import export and manipulate different data types analyze datasets using common statistical methods design construct and interpret statistical models produce a variety of different customized graphical outputs create scripts and generate reproducible reports There will be a focus on using this experience to apply these skills in public policy areas Prerequisites 91 801 Statistical Methods for Managers or 95 796 Statistics for IT Managers A good knowledge of statistics is preferred but this course is focused on anyone wanting to learn the basics of the R language and how to use the tools R offers to be able to do basic data analysis statistical calculations create graphical output and generate reproduceable reports using R Markdown	6	Programming R for Analytics	6	Heinz College	26	13	50.00%	9.15	2.69	2.69	2.62	2.31	2.77	2.23	3.46	2.15	2.08
94843	Multi Modal Communication and Research	Centering work at the intersections of arts management and technology this course is designed in a studio model in which students gain an understanding of how technology is shaping arts and entertainment enterprises across the globe while simultaneously experimenting with how to share that knowledge digitally Students learn the tools and techniques for conducting professional research But they also learn how to share their research via emerging digital content pathways standard online articles infographics podcasts and visual interactives Research findings are intended for publication on the Arts Management and Technology research platform curated by a student led team to serve professionals working in the field This class is designed to provide a breadth of skills that will serve emerging professionals in the fields of research communication or institutional development With a focus on digital modes of communication young professionals leave the course with effective skills to communicate ideas to peers supervisors or customers Current and future leaders need to understand how to evaluate or conduct research emerging opportunities in order to make effective decisions Adopting a studio model students will spend time prior to class meetings gaining an understanding of theories and approaches to research and digital communication In class students will work together to synthesize the theories and put them into practice from creating an evidenced based infographic to scripting and recording a podcast episode Each student will work on a semester long independent research project at the intersection of arts management and technology A list of potential but not prescribed research topics are provided at the beginning of the semester and all assignments scaffold from inception to final product	6	Multi-Modal Communication and Research	6	Heinz College	8	5	62.50%	5	4.6	4.6	4.4	4.4	4.6	4.6	4.8	4.4	4.4
94845	Smart Cities Growth and Intelligent Transportation Systems	Cities all around the world are being built and re invented as smart cities utilizing information systems and innovative applications of data analytics One major smart cities component is transportation The Intelligent Transportation Systems ITS industry is expected to grow at a rate of 9 per year and reach 45 Billion in annual investment by 2023 Greenenergy24 2017 This shifting dynamic provides great opportunity for improved transportation safety and efficiency but also poses challenging information systems and public policy challenges Furthermore there are new opportunities for professional school graduates outside of engineering schools for employment in transportation planning and policy This course is supported by CMUs Traffic21 Institute Mobility21 National University Transportation Center Classes will feature guest lectures provided by Traffic21 Mobility21 faculty and industry and government ITS professionals	6	Smart Cities: Growth and Intelligent Transportation Systems	6	Heinz College	16	9	56.30%	7.25	4.56	4.78	4.67	4.57	4.89	4.89	4.78	4.78	4.33
94854	Developing as a Leader	This course introduces students to leadership via three learning frameworks models practice and reflection Using guest lectures readings and videos and small group discussions the faculty will work with the students to define leadership and provide applicable frameworks for their leadership practice Students will be able to experiment and practice different skills and styles in a safe environment where they can receive useful feedback To help students pursue their own personal path of leadership development our focus is on formulating personal goals models and activities that sustain this development over the course of their careers Learning Objectives Learn tools for effective reflection and self awareness Determine your leadership values and your leadership plan of action Listen to respect and heed the advice and ideas of others	6	Developing as a Leader	6	Heinz College	26	25	96.20%	6.08	4.68	4.6	4.52	4.6	4.72	4.6	4.8	4.6	4.44
94854	Developing as a Leader	This course introduces students to leadership via three learning frameworks models practice and reflection Using guest lectures readings and videos and small group discussions the faculty will work with the students to define leadership and provide applicable frameworks for their leadership practice Students will be able to experiment and practice different skills and styles in a safe environment where they can receive useful feedback To help students pursue their own personal path of leadership development our focus is on formulating personal goals models and activities that sustain this development over the course of their careers Learning Objectives Learn tools for effective reflection and self awareness Determine your leadership values and your leadership plan of action Listen to respect and heed the advice and ideas of others	6	Developing as a Leader	6	Heinz College	28	25	89.30%	6.08	4.96	4.68	4.64	4.83	4.83	4.68	4.88	4.84	4.88
94855	Innovation Management in Practice	Innovation has been described as the intersection of invention and insight leading to the creation of social and economic value Companies increasingly rely on innovation to establish and drive their success Public policy makers see innovation as a critical driver for economic development This course is an opportunity to learn about innovation management from those in the front lines How are innovation opportunities identified What are the challenges to realizing these opportunities and how can the challenges be addressed What roles are played by processes technologies and the business environment as well as by individuals in organizations This course will feature speakers who drive innovation in a variety of settings paired with readings from the innovation literature that will help frame the presentations and discussion	6	Innovation Management in Practice	6	Heinz College	3	2	66.70%	3.5	2.5	1.5	2.5	1.5	3.5	2.5	2	1.5	1.5
94866	Design Thinking	Design thinking is a collaborative user centered process for the identification of problems and the definition of innovative solutions Design thinking has been applied to the development of new products the solution of social problems the design of new business models and the improvement of existing processes Design thinking is based in five premises which pervade the creative process User centered Empathy for the people you are designing for and feedback from these users is fundamental to a good solution Experimentation Communicate your vision by creating experiences using illustrations prototypes and stories meaningful to your users Reframing the problem Formulating the problem in different ways one level above the current reality one level down or from different points of view Collaboration Problems and solutions are identified with the participation of all key stakeholders by s a cross functional team that looks at many aspects of the solution Objectives By the end of the course the student should be able to Decide the suitability of applying design thinking in a given context Explain the design thinking process and its most common tools Apply the design thinking process in the context of a service or software product definition	6	Design Thinking	6	Heinz College	17	10	58.80%	5.6	3.8	3.6	3.7	3.9	4	4.1	3.9	3.9	3.9
94866	Design Thinking	Design thinking is a collaborative user centered process for the identification of problems and the definition of innovative solutions Design thinking has been applied to the development of new products the solution of social problems the design of new business models and the improvement of existing processes Design thinking is based in five premises which pervade the creative process User centered Empathy for the people you are designing for and feedback from these users is fundamental to a good solution Experimentation Communicate your vision by creating experiences using illustrations prototypes and stories meaningful to your users Reframing the problem Formulating the problem in different ways one level above the current reality one level down or from different points of view Collaboration Problems and solutions are identified with the participation of all key stakeholders by s a cross functional team that looks at many aspects of the solution Objectives By the end of the course the student should be able to Decide the suitability of applying design thinking in a given context Explain the design thinking process and its most common tools Apply the design thinking process in the context of a service or software product definition	6	Design Thinking	6	Heinz College	13	12	92.30%	12.25	4.58	3.67	4.17	4.42	4.5	4.33	4.75	4.17	4.17
94866	Design Thinking	Design thinking is a collaborative user centered process for the identification of problems and the definition of innovative solutions Design thinking has been applied to the development of new products the solution of social problems the design of new business models and the improvement of existing processes Design thinking is based in five premises which pervade the creative process User centered Empathy for the people you are designing for and feedback from these users is fundamental to a good solution Experimentation Communicate your vision by creating experiences using illustrations prototypes and stories meaningful to your users Reframing the problem Formulating the problem in different ways one level above the current reality one level down or from different points of view Collaboration Problems and solutions are identified with the participation of all key stakeholders by s a cross functional team that looks at many aspects of the solution Objectives By the end of the course the student should be able to Decide the suitability of applying design thinking in a given context Explain the design thinking process and its most common tools Apply the design thinking process in the context of a service or software product definition	6	Design Thinking	6	Heinz College	29	16	55.20%	10.06	4.13	3.44	3.63	3.88	3.81	3.38	4.25	3.38	3.25
